label,Mean,Std Deviation,Skewness,Kurtosis,Spectral Bandwidth,Spectral Flatness,Spectral Rolloff,Spectral Contrast,Zero Crossing Rate,Peak Amplitude,Spectral Centroid,STFT_Mean_1,STFT_Mean_2,STFT_Mean_3,STFT_Mean_4,STFT_Mean_5,STFT_Std_1,STFT_Std_2,STFT_Std_3,STFT_Std_4,STFT_Std_5,MFCC_Mean_1,MFCC_Mean_2,MFCC_Mean_3,MFCC_Mean_4,MFCC_Mean_5,MFCC_Std_1,MFCC_Std_2,MFCC_Std_3,MFCC_Std_4,MFCC_Std_5
blues,-1.7139168,88.99215,-2.134107648,6.620230763,1481.055847,0.000398252,1831.221564,22.14452413,0.047907452,45.813347,1046.775127,0.541166,2.4126558,8.847158,11.41288,6.752345,6.473651,6.424726,8.069498,21.626797,18.091707,4.9692736,5.476704,5.6734023,4.9412727,3.7109115,2.3572192,4.3670683,5.7385035,7.8388324,13.978653
blues,-0.5291602,81.663445,-2.004615057,6.887830724,1497.936716,0.000423014,2169.632588,22.28346835,0.058569959,47.967033,1155.869257,0.80470514,3.3247995,12.862588,17.35362,9.272948,7.183934,7.1200113,7.0725594,16.901245,13.676159,4.2920117,6.15543,7.4824643,6.8861365,4.1312,2.5224893,4.4647617,5.894456,8.317347,10.369616
blues,-4.319198,79.49069,-1.596238744,5.116627505,1497.676703,0.000549473,2521.982739,21.831998,0.05246701,41.53541,1210.141391,0.8947807,2.0024145,4.568356,6.314166,3.605177,4.2682924,4.74537,2.7312863,2.1232562,4.144605,9.3642845,10.029765,6.0864463,1.9810984,3.8358877,6.7038302,4.799146,2.7328818,2.9578793,8.320261
blues,-3.8954191,90.55684,-2.218634281,6.61764151,1448.122768,0.000323193,2324.212009,21.71385571,0.047276048,39.240204,1120.166569,1.4006841,2.786709,5.3243084,7.019005,3.9938245,4.8565083,5.335844,2.5535843,1.5894555,1.7518817,6.2287164,12.7227125,8.170816,2.3682091,2.6145606,3.2917857,3.4159427,2.6870048,2.2853935,4.6157737
blues,-2.1694193,83.80694,-1.978635291,5.757197066,1463.110786,0.000399714,2243.316778,21.02443902,0.051697391,37.64108,1109.320763,1.9864144,5.077158,6.680523,7.368169,6.9574776,8.746325,8.466281,5.5544763,4.149816,3.8049107,8.702872,17.714884,11.387086,2.9269183,1.9565477,2.9839401,5.3901176,4.2010136,2.084151,2.243379
blues,-5.6912613,90.01325,-2.613644343,7.817712891,1573.309953,0.000458582,2478.833064,21.95186306,0.051972686,36.12749,1198.857018,1.1594814,2.3648064,4.0793133,4.7568526,2.8903005,4.596581,5.2355285,2.4712055,1.8618244,1.8684398,7.500355,16.194326,10.674574,1.8618504,1.1810552,1.4070247,2.3993857,2.7546911,2.3444963,2.3986263
blues,-4.7919607,78.53893,-1.566562161,4.791616711,1494.877564,0.000450848,2811.740049,23.02258234,0.072414413,39.389908,1392.026357,0.69443077,1.5262147,1.7435551,2.0637538,2.0019293,3.8756957,4.671989,2.7074203,1.8880527,1.5501009,4.792312,17.984436,18.529085,7.642356,4.4861307,7.4287977,7.2036023,2.8707862,2.1174128,2.8154798
blues,-3.964581,84.60246,-1.890242975,5.775116008,1398.722659,0.000372884,2290.688159,21.39915214,0.048019987,44.286705,1115.58948,0.95555294,1.8459829,2.4234233,2.6511452,2.4071002,3.9326973,4.202398,3.1533155,2.7118075,2.8017354,5.7473083,11.305316,8.451148,3.6609364,3.8034246,5.3201585,5.78268,4.157086,3.981283,7.5060744
blues,-9.017043,75.20572,-2.193547684,6.575731701,2190.046421,0.001489202,3760.300129,26.44973955,0.05289487,61.59601,1648.884832,0.087258026,0.056034405,0.021938866,0.027545352,0.04927814,0.17039207,1.1359475,3.4160402,6.555471,7.379857,6.059949,6.1469,11.04053,27.683527,33.016857,19.955639,12.327055,11.192742,11.175858,12.156576
blues,-6.9865503,70.416626,-1.508665846,4.498316104,2003.731133,0.000699205,3015.614351,26.84261219,0.039366118,86.141716,1379.02368,0.09772282,0.06589555,0.030169507,0.03772101,0.060216416,0.1139113,0.31566545,1.5512611,9.166728,21.215828,19.978985,13.472698,13.217449,11.94011,14.043168,30.347858,48.64506,40.06855,31.396387,19.824614
blues,-9.743733,72.97431,-1.788601469,5.118167484,1973.262361,0.00058124,2898.630603,27.92687095,0.042947225,75.58279,1330.606268,0.07126625,0.046182435,0.019802922,0.022335064,0.035699677,0.10839094,0.72222936,1.9420866,4.417784,6.9895797,7.1000843,5.106281,8.90241,30.56828,35.845688,19.761581,11.507898,13.983091,19.044973,19.288778
blues,-11.886305,89.31961,-2.532833664,7.419106046,1883.25815,0.001231675,2765.234658,26.98111753,0.039388398,53.903217,1309.774651,0.071947,0.04731796,0.023788266,0.029387735,0.040850084,0.25433046,0.5729083,0.8869811,5.837734,13.629675,14.299875,13.772507,14.809585,9.297676,9.398616,14.300362,16.838905,16.41202,17.113092,10.578068
blues,-9.885975,77.934105,-1.957904536,5.500422987,2075.71855,0.000806562,3246.167842,27.157654,0.041973683,65.32036,1430.60284,0.07492352,0.048099626,0.021357713,0.02701155,0.04470305,0.11112628,0.39789617,2.7851262,6.831575,8.073591,12.029609,17.70835,19.559185,15.682288,13.913434,18.003952,27.669495,23.295269,14.8710785,13.791696
blues,-8.46637,71.94563,-1.965928055,5.939289773,2157.297067,0.000892355,3602.406626,26.87857074,0.045702445,65.36351,1537.076162,0.06861507,0.046400767,0.023299672,0.03125586,0.05868505,0.20916659,1.6584307,4.1008544,6.2349544,7.424397,8.857057,8.566048,11.468881,29.018969,34.499355,22.535835,16.398848,12.313751,12.596122,13.401961
blues,-5.0599885,62.757336,-1.037521288,4.096890605,2096.930874,0.000977377,3405.551848,26.87460986,0.045419975,80.71208,1507.157985,0.097593874,0.067937076,0.036028773,0.04507928,0.06957643,0.16847941,0.5474096,2.7717981,10.479546,21.121046,17.481636,10.091195,15.011064,17.01923,20.243471,28.685452,37.045807,31.351559,20.817797,20.551676
blues,-8.888654,68.84992,-1.510072214,4.878507188,1907.821246,0.000451405,2621.49678,27.35683917,0.036907341,100.03921,1247.580048,0.12737097,0.085390955,0.038709763,0.041952513,0.057117417,0.123892434,0.45315614,2.7099097,5.9102488,6.158617,7.760525,10.636117,10.843847,10.63185,17.44506,29.20959,52.733963,38.698505,13.041623,15.590455
blues,-14.250235,99.46621,-2.800705763,8.349379993,1683.097401,0.000437278,2339.833157,26.60517225,0.048163866,34.976055,1188.473208,0.07335754,0.04621106,0.019414382,0.03324312,0.07436295,0.19151098,0.4778224,2.000858,5.8759985,10.113287,8.005827,3.684565,3.4734511,4.0874143,7.0712943,13.783433,19.55851,13.263007,3.7265768,3.2847843
blues,-6.0853515,67.163734,-1.617870418,5.358019734,2140.992474,0.001086415,3451.799107,27.18981215,0.044373172,81.19257,1514.156959,0.09652269,0.06922311,0.04649392,0.06203885,0.12502375,0.3547154,1.6809738,5.4899955,13.836569,17.241539,9.527559,4.790421,4.9839306,8.079531,19.090559,25.60003,29.266066,32.29375,31.15547,35.722485
blues,-15.204751,92.14058,-2.47887551,7.042794889,1709.532097,0.000778197,2312.179728,26.35746199,0.035320899,45.643337,1151.310496,0.05869684,0.03613672,0.013853923,0.01713322,0.026281187,0.06265488,0.20804273,1.7939802,4.445257,4.77305,5.8342385,9.532704,12.346402,10.95932,9.124141,10.472785,14.766667,10.821907,5.104204,6.737585
blues,4.5327168,49.11437,-0.594906249,2.037054068,2356.725899,0.005745666,5108.157072,21.2955876,0.097643033,45.88036,2272.469639,6.82594,3.428504,0.8812641,5.901487,13.255371,15.357006,15.29494,16.7568,16.449755,16.870031,18.289886,16.011255,15.301219,15.821113,14.354103,14.077281,13.188819,13.72357,18.966036,27.539999
blues,5.140277,46.85539,-0.816188648,2.643907441,2463.30924,0.007608824,5403.593286,21.78745584,0.102260746,47.186256,2390.421814,6.9624767,3.495795,0.69893354,4.73681,10.46193,15.124281,18.77354,20.571999,16.446333,14.537125,21.581188,22.867706,15.847807,12.342986,15.483712,14.451081,9.608043,10.522654,14.77179,16.782875
blues,3.2607124,58.093636,-1.857115291,5.264692969,2367.502276,0.00389292,5187.511839,23.4161369,0.09782392,45.847992,2301.576917,6.984535,3.5068676,0.4419102,2.7824812,6.7676916,11.28446,14.992221,18.475113,21.894373,18.549099,16.94345,21.111986,19.255442,13.723471,11.734472,11.168316,10.620366,12.208094,11.921506,9.275406
blues,4.1969543,49.13061,-0.74303782,2.996777488,2371.995586,0.00646943,5011.532444,20.79214005,0.08717463,44.140312,2155.845202,6.635274,3.328855,0.76599157,5.406502,11.245765,13.773606,15.378343,16.464766,17.601057,16.781261,14.573052,18.24466,17.013327,9.690969,10.867941,11.919981,12.429479,17.240694,16.595903,16.416039
blues,5.3405423,47.35462,-0.697670424,1.801058479,2375.232091,0.005401221,5198.686455,21.72947209,0.092525332,53.42561,2279.031119,6.998541,3.5134547,0.70827574,4.424998,11.340664,17.555271,21.959017,26.10655,19.68837,16.080599,22.716295,23.821646,19.059345,18.138653,22.133062,18.864807,10.179402,8.986319,12.418385,16.456846
blues,4.368214,59.171803,-1.439558486,3.296975334,2290.362916,0.001697765,4551.058301,21.93253187,0.04804831,64.874504,1739.118783,7.1106086,3.5715904,0.3069243,1.1374031,3.5813017,7.801226,12.798168,18.628548,23.967709,27.403116,34.750294,41.91317,34.375935,24.095646,21.024529,19.226866,16.149113,18.774435,21.168917,25.985695
blues,1.661906,63.73338,-1.876998758,5.136953531,2361.665525,0.00321599,4777.714832,21.4176683,0.058457802,41.865303,1913.013075,6.7715697,3.3965838,0.57112736,3.8462367,8.839554,11.584383,14.132921,18.790403,15.047669,13.181139,16.717295,14.655564,10.083107,10.773491,17.172886,15.160674,8.524556,10.317986,13.934241,18.042288
blues,0.92211574,56.34486,-1.148715436,2.92692583,2310.092636,0.003198684,4848.792722,22.3908002,0.075323708,44.750736,2013.012462,6.926328,3.4688663,0.233521,1.2313384,4.397451,8.570608,13.16723,11.99058,10.5087,15.155446,14.250412,11.051506,15.378275,16.624874,12.037123,8.835759,7.584552,10.227756,11.39551,14.433526
blues,4.025857,49.215435,-0.428936404,2.157505943,2204.082987,0.005728002,4672.105546,21.60565675,0.098766873,42.440563,2148.129104,6.8517346,3.4359128,0.56744236,3.6153247,8.0781975,10.907316,14.248781,17.639128,14.546975,11.435474,16.892185,19.086353,14.027454,11.327131,15.45396,14.736348,10.25715,10.923354,12.505994,15.752154
blues,-3.0774446,83.4194,-2.160991751,5.85606396,1904.751804,0.001067021,3046.565208,22.54113699,0.03996127,41.295498,1318.611851,6.533876,3.2710323,0.15932286,0.79322165,2.691598,4.257319,4.894279,5.913287,6.827279,9.747091,15.330661,14.336342,10.453131,9.6992855,10.9099245,9.974188,8.029614,8.285453,7.2517514,8.264611
blues,7.4057326,46.410133,-0.224072863,2.853213753,2081.76303,0.004334007,4174.460398,21.12962591,0.0857906,67.69394,1945.252523,0.97473884,1.8998047,8.6281395,21.385572,27.715034,25.952204,26.446177,26.676672,27.560835,22.690653,20.99479,27.886854,23.939268,10.526575,9.729247,15.445196,16.319216,18.58503,15.997108,11.866089
blues,7.6879745,44.207092,0.836947968,1.306052538,1927.701207,0.004597408,3943.357336,21.55108351,0.106601653,67.1144,1977.095717,0.68246603,0.8345545,4.495363,11.865161,24.102034,29.823017,27.130398,36.898632,38.185387,26.660688,24.523682,21.662876,17.942066,12.210686,11.575302,18.261454,15.855099,9.558357,10.404728,12.524086
blues,0.10724815,78.78328,-2.247573972,7.282089693,1670.688955,0.002015618,3070.613116,22.66250569,0.067187953,43.220062,1443.750113,0.34227914,0.59001034,2.1108084,4.7445636,11.566768,16.662115,16.313564,13.358298,13.701061,23.237104,17.600382,8.052331,8.68447,7.1401772,5.131964,4.9654026,5.7241235,8.034724,16.308933,13.313724
blues,5.0315976,47.30744,-0.07753445,2.558501219,1954.25474,0.00594965,4237.303045,21.65552366,0.132815143,56.505596,2171.395742,0.66662204,1.754771,6.325766,12.796807,22.121973,26.281307,23.850328,23.711824,17.847973,20.062237,19.664207,10.802053,7.628778,7.706197,9.214262,9.057778,6.89976,7.2982035,9.081369,12.712362
blues,8.823221,44.081413,0.441020587,1.596985464,1987.199741,0.005871345,4063.222169,20.87563053,0.103398936,68.20221,2030.617038,0.7256674,1.5292394,6.492563,16.355995,26.082666,29.390621,27.9924,29.739285,26.556839,27.749664,39.595715,30.966045,13.084021,16.429707,21.977179,22.054207,18.264074,14.890143,15.913052,13.137999
blues,4.9638376,49.69615,-0.672007299,4.093706299,1976.354122,0.004768654,4023.536459,21.22791949,0.113119245,57.648926,2031.993385,0.8571026,1.4808776,5.8016815,14.129137,23.875797,26.711538,28.20111,28.470156,22.933655,26.026077,21.751837,13.343806,8.004453,7.019367,7.597286,6.4233394,7.8857036,9.607662,15.238527,13.461593
blues,3.1636865,57.802372,-1.564199111,5.790557463,2052.001565,0.003509706,3927.985993,23.36077036,0.075503085,59.196285,1811.548598,0.50608665,0.7948708,2.894027,6.055049,10.882589,17.902311,21.023724,32.346844,34.82391,22.79403,17.278814,13.142231,9.013532,6.59796,7.916731,10.368896,9.132249,7.4939327,11.828256,11.889974
blues,5.822135,50.62518,-0.217922606,3.071166045,1913.241049,0.004043941,3828.247127,21.24948875,0.089939669,64.445885,1886.957781,0.66713524,0.7487067,3.3487575,11.084503,18.288427,24.196028,27.979197,30.814522,30.406864,22.943768,17.9645,23.564531,21.376986,10.913935,10.695188,14.800976,17.247053,22.887651,18.984528,11.67122
blues,3.5743556,49.054,-0.367188864,3.330710204,2033.95882,0.005045033,4231.815659,22.21030423,0.104351708,60.000153,2068.332172,0.67729044,0.8436471,3.80021,11.716842,20.003012,23.303747,28.014133,26.261036,15.803498,15.041663,13.78385,8.815393,7.2479806,7.772291,6.8005614,5.6862235,6.992702,8.553687,8.748935,11.914593
blues,5.787001,45.167587,-0.47425917,2.985193027,2099.799351,0.005860254,4389.459356,21.90885196,0.142241653,60.11435,2235.572389,1.0383132,1.1333399,4.943196,14.063529,23.091784,28.485352,30.192198,28.23231,23.585676,25.662413,20.592134,11.651009,10.224028,10.179137,9.227303,8.37855,10.798724,13.089402,19.606256,17.206684
blues,8.180774,45.24222,0.364935148,1.706789126,1979.904142,0.004142565,3955.714363,20.96478124,0.097422872,69.3556,1946.44857,0.9038031,1.7855763,7.0111985,16.589956,26.747759,30.311295,28.726046,32.811634,30.874617,28.809412,38.149475,29.005997,13.597338,12.86634,15.605005,19.749601,17.21307,12.558937,14.098898,13.777954
blues,4.2526345,46.088123,0.118552497,0.736564347,2180.439232,0.005145206,5077.364425,22.27152116,0.167533715,44.502853,2503.937745,2.3606405,1.2393667,1.0751003,2.34815,5.2072067,11.476357,14.844925,15.457603,16.227982,16.157698,19.044453,18.877274,14.877326,14.5854645,17.431314,17.544594,16.51355,15.907124,19.429363,18.816902
blues,-3.9312074,55.728268,-0.990490096,3.224937976,2119.79415,0.003174063,4732.983059,23.60464319,0.117141806,42.645832,2280.154187,0.6061916,0.35186905,0.17716189,0.4186058,1.0445735,2.9407592,4.443444,7.7911515,13.325241,11.604388,10.053961,11.7556925,13.258258,12.543334,9.465823,6.282468,7.1197805,5.7631607,4.415412,5.366241
blues,-4.9864025,49.202263,-1.261406886,3.517777721,2443.989707,0.01107906,5711.478121,23.10356253,0.154410543,34.90985,2839.886865,0.6899264,0.3687351,0.13202262,0.5443137,1.4047054,3.0044296,5.413249,5.1289163,6.026715,5.636759,4.9108076,6.5695057,8.731596,8.856537,8.422191,5.3047395,5.83492,5.982631,5.0576057,5.850091
blues,-1.3239961,42.79842,0.132728863,1.174494622,2280.187545,0.010585765,5148.284105,22.13117857,0.146832932,39.751812,2553.361073,0.45619592,0.26357675,0.22604203,1.4084179,3.697896,4.962467,7.63379,9.255351,7.7599597,5.432835,7.251096,8.317308,8.779592,9.373543,7.783132,6.072092,7.8003554,8.362452,7.452534,8.131112
blues,-5.3044086,47.001305,-0.78529623,2.319842358,2372.057665,0.010035148,5613.737697,22.77204304,0.146281963,37.24585,2816.362774,0.9016605,0.46110842,0.15471984,0.6881756,1.6017534,2.2887883,4.1644917,4.763025,5.0506034,6.0494723,5.5424013,4.686134,6.018436,5.1262364,4.1149316,4.762696,4.8070083,4.968375,5.58156,5.360421
blues,-0.47611973,49.600292,-0.583392269,2.657082485,2256.391762,0.00687549,4972.721052,22.51834741,0.121791618,40.665916,2340.734161,0.4130992,0.25729457,0.31467867,0.89159155,2.746255,8.491171,14.488926,14.557569,13.558287,15.757233,12.958918,8.817222,7.38981,9.287204,9.732983,8.879506,8.066072,5.987733,6.4087257,6.241188
blues,-0.3527786,46.21758,0.061510522,1.733945099,2175.919196,0.005756135,4754.616184,22.46441818,0.112705735,45.911232,2258.11515,0.65694094,0.3596811,0.26449916,1.361955,3.2836547,5.312673,13.7197895,15.5180235,10.235474,14.843137,13.281431,7.794865,8.232387,7.2705555,5.7362876,6.1173244,5.318208,6.9010105,14.529069,13.089049
blues,-2.034899,47.237896,-0.703413244,2.774169369,2345.021077,0.009363328,5246.740638,22.32619184,0.135107384,37.7496,2513.345358,0.46149135,0.26860252,0.2223398,1.5117522,3.7554832,6.2094994,12.761965,10.917986,7.008379,6.649541,8.068119,9.742567,9.108491,5.796622,3.974963,5.1643243,9.175816,7.970355,4.524785,5.370445
blues,-6.154847,50.78578,-0.364912029,1.967886564,2209.900826,0.004098029,5005.187394,23.29198233,0.125128773,44.53751,2371.309053,0.6429689,0.3537627,0.27343485,0.7531475,1.7012495,2.966026,2.5993598,2.1236362,2.7313197,4.1566877,4.1518555,3.541101,3.4785707,3.8061583,4.826539,9.721718,11.924063,10.206213,12.476807,11.389565
blues,-3.6104882,53.977882,-0.641299398,3.266969652,2130.182083,0.004829927,4684.512534,22.62860817,0.098347699,39.052517,2159.398277,0.5570031,0.30343282,0.18845895,0.5036876,1.4379938,5.248663,8.258358,6.8360796,7.5712247,8.433902,7.40021,6.9958367,7.840963,7.920474,5.848201,4.5059257,6.072654,6.327449,5.6293426,5.850494
blues,0.13698821,43.536934,0.072796114,1.302672016,2286.767132,0.008378146,5065.090666,22.57273008,0.134641383,42.81636,2429.004094,0.46239763,0.27085164,0.26318425,1.6073318,4.3951645,6.650419,12.493717,13.143377,9.212039,7.256808,8.581641,10.126517,10.11407,11.335522,9.895546,8.086136,12.355646,12.260842,6.667946,5.918899
blues,-4.7641315,47.732452,-0.525324464,1.748364111,2518.903765,0.007874566,5659.768457,23.46414766,0.129190609,41.46187,2594.754688,0.38049743,0.22376753,0.18390854,0.6455415,1.4166807,3.0851011,6.3500566,7.9296007,8.2679405,8.222392,6.73068,5.81173,5.2772174,4.7693214,5.2298265,5.5654416,5.181252,6.932845,15.177184,13.526866
blues,7.531858,37.936386,1.128350782,1.619494014,2158.361875,0.006059529,4482.603366,22.40733327,0.100540244,95.219604,2094.777793,1.1584598,3.7151854,8.399182,17.165749,26.382967,36.98404,38.92518,32.518745,22.769533,21.21471,22.977247,22.908215,19.852797,16.329311,16.983492,14.944642,12.288052,12.771732,14.46764,16.163502
blues,6.112633,38.41689,-0.545176628,6.922094944,2531.223688,0.01098273,5770.831823,22.20614286,0.120890205,69.53147,2515.463569,1.6719664,4.995661,6.7234287,7.520347,13.71918,21.53667,25.904657,25.387299,20.691765,18.599953,20.428116,21.223967,18.835056,19.218004,22.196815,20.038242,16.368578,13.930804,12.0652895,13.239559
blues,6.5769296,48.349693,-1.280017273,6.665829136,2254.733554,0.008913392,4700.258585,21.073613,0.108509462,63.196407,2224.014585,10.823243,6.1929626,5.003721,14.74151,26.231379,29.275852,24.482834,20.770966,25.498014,27.077944,26.849726,25.750061,24.37243,20.85427,18.257465,17.943316,15.131071,14.0751505,16.4165,13.615229
